fname,id,context,question,answer
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতককে সুস্থ সবল রাখতে ও তার মৃত্যুর ঝুঁকি কমাতে কি করা প্রয়োজন?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতককে সুস্থ সবল রাখতে ও তার মৃত্যুর ঝুঁকি কমাতে কি করা প্রয়োজন?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,শিশুর স্বাস্থ্য সতর্কতা,নবজাতককে সুস্থ সবল রাখতে ও তার মৃত্যুর ঝুঁকি কমাতে কি করা উচিত না?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'শিশুর স্বাস্থ্য সতর্কতা', 'question': 'নবজাতককে সুস্থ সবল রাখতে ও তার মৃত্যুর ঝুঁকি কমাতে কি করা উচিত না?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,শিশুর স্বাস্থ্য সতর্কতা,০ থেকে ৬ মাস বয়স পর্যন্ত শিশুকে কি খাওয়ানো উচিত?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'শিশুর স্বাস্থ্য সতর্কতা', 'question': '০ থেকে ৬ মাস বয়স পর্যন্ত শিশুকে কি খাওয়ানো উচিত?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,শিশুর স্বাস্থ্য সতর্কতা,৬ থেকে ৮ মাস বয়স পর্যন্ত শিশুকে কি খাওয়ানো উচিত?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'শিশুর স্বাস্থ্য সতর্কতা', 'question': '৬ থেকে ৮ মাস বয়স পর্যন্ত শিশুকে কি খাওয়ানো উচিত?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,শিশুর স্বাস্থ্য সতর্কতা,১২ থেকে ২৩ মাস বয়স পর্যন্ত শিশুকে কি খাওয়ানো উচিত?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'শিশুর স্বাস্থ্য সতর্কতা', 'question': '১২ থেকে ২৩ মাস বয়স পর্যন্ত শিশুকে কি খাওয়ানো উচিত?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,শিশুর স্বাস্থ্য সতর্কতা,শিশু ও মহিলাদের টিকাদান করা হয় কেন?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'শিশুর স্বাস্থ্য সতর্কতা', 'question': 'শিশু ও মহিলাদের টিকাদান করা হয় কেন?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,শিশুর স্বাস্থ্য সতর্কতা,কখন কখন টিকা দিয়ে মারাত্মক ১০টি সংক্রামক রোগ থেকে শিশুর জীবন রক্ষা করা যায়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'শিশুর স্বাস্থ্য সতর্কতা', 'question': 'কখন কখন টিকা দিয়ে মারাত্মক ১০টি সংক্রামক রোগ থেকে শিশুর জীবন রক্ষা করা যায়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী সতর্কতা ও  যত্ন,বাড়িতে প্রসূতি মায়ের যত্ন কিয়াভবে করতে হয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'বাড়িতে প্রসূতি মায়ের যত্ন কিয়াভবে করতে হয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী সতর্কতা ও  যত্ন,প্রসব পরবর্তী সময়ে মা ও নবজাতকের যত্ন কিভাবে নিতে হয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'প্রসব পরবর্তী সময়ে মা ও নবজাতকের যত্ন কিভাবে নিতে হয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী করনীয়,মা ও শিশুর সুস্বাস্থ্যের জন্য কী করণীয়?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী করনীয়', 'question': 'মা ও শিশুর সুস্বাস্থ্যের জন্য কী করণীয়?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতকের অত্যাবশ্যকীয় সেবা গুলো কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতকের অত্যাবশ্যকীয় সেবা গুলো কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতককে মোছানোর পদ্ধতি কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতককে মোছানোর পদ্ধতি কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,নবজাতককে মোড়ানোর পদ্ধতি কী কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'নবজাতককে মোড়ানোর পদ্ধতি কী কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নাড়ী কাটা,নাড়ি বাঁধার ধাপ গুলো কী কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নাড়ী কাটা', 'question': 'নাড়ি বাঁধার ধাপ গুলো কী কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক কে স্তন্যপান,মায়ের দুধ খাওয়ানোর মূলবার্তা কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক কে স্তন্যপান', 'question': 'মায়ের দুধ খাওয়ানোর মূলবার্তা কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,শিশুর স্বাস্থ্য সতর্কতা,শিশুর সর্দি-কাশির লক্ষণ গুলো কী কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'শিশুর স্বাস্থ্য সতর্কতা', 'question': 'শিশুর সর্দি-কাশির লক্ষণ গুলো কী কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,শিশুর স্বাস্থ্য সতর্কতা,শিশুর সর্দি-কাশি হলে বাড়িতে কীভাবে যত্ন নেবেন?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'শিশুর স্বাস্থ্য সতর্কতা', 'question': 'শিশুর সর্দি-কাশি হলে বাড়িতে কীভাবে যত্ন নেবেন?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,শিশুর স্বাস্থ্য সতর্কতা,শিশুকে কখন স্বাস্থ্যকেন্দ্রে নিতে হবে?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'শিশুর স্বাস্থ্য সতর্কতা', 'question': 'শিশুকে কখন স্বাস্থ্যকেন্দ্রে নিতে হবে?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,প্রসব পরবর্তী সতর্কতা ও  যত্ন,প্রসব পরবর্তী পরিচর্যা গুলো কী কী?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'প্রসব পরবর্তী সতর্কতা ও  যত্ন', 'question': 'প্রসব পরবর্তী পরিচর্যা গুলো কী কী?'}"
Postnatal care_Dr PRONOV.xlsx_Sheet1.docx,-1,নবজাতক এর পরিচর্যা,শিশু জন্মের ১ ঘন্টার মধ্যে কি করা দরকার?,"{'fname': 'Postnatal care_Dr PRONOV.xlsx_Sheet1.docx', 'id': -1, 'context': 'নবজাতক এর পরিচর্যা', 'question': 'শিশু জন্মের ১ ঘন্টার মধ্যে কি করা দরকার?'}"
SRH others.xlsx_Sheet1.docx,530,এক্টোপিক প্রেগন্যান্সি,এক্টোপিক প্রেগন্যান্সি কি?,"{'fname': 'SRH others.xlsx_Sheet1.docx', 'id': 530, 'context': 'এক্টোপিক প্রেগন্যান্সি', 'question': 'এক্টোপিক প্রেগন্যান্সি কি?'}"
SRH others.xlsx_Sheet1.docx,531,গর্ভবতী হওয়ার লক্ষণ,গর্ভবতী হওয়ার লক্ষণ কি?,"{'fname': 'SRH others.xlsx_Sheet1.docx', 'id': 531, 'context': 'গর্ভবতী হওয়ার লক্ষণ', 'question': 'গর্ভবতী হওয়ার লক্ষণ কি?'}"
SRH others.xlsx_Sheet1.docx,532,গর্ভবতী হওয়ার লক্ষণ,কি করে বুঝবেন আপনি প্রেগন্যান্ট কি না?,"{'fname': 'SRH others.xlsx_Sheet1.docx', 'id': 532, 'context': 'গর্ভবতী হওয়ার লক্ষণ', 'question': 'কি করে বুঝবেন আপনি প্রেগন্যান্ট কি না?'}"
SRH others.xlsx_Sheet1.docx,534,প্রেগন্যান্সি টেস্ট,প্রেগন্যান্সি টেস্ট কীভাবে করে?,"{'fname': 'SRH others.xlsx_Sheet1.docx', 'id': 534, 'context': 'প্রেগন্যান্সি টেস্ট', 'question': 'প্রেগন্যান্সি টেস্ট কীভাবে করে?'}"
SRH others.xlsx_Sheet1.docx,538,৪ সপ্তাহে বাচ্চার বৃদ্ধি,৪ সপ্তাহে বাচ্চার বৃদ্ধি   কেমন হয়?,"{'fname': 'SRH others.xlsx_Sheet1.docx', 'id': 538, 'context': '৪ সপ্তাহে বাচ্চার বৃদ্ধি', 'question': '৪ সপ্তাহে বাচ্চার বৃদ্ধি   কেমন হয়?'}"
SRH others.xlsx_Sheet1.docx,539,৪ সপ্তাহে মায়ের শরীরে  পরিবর্তন,৪ সপ্তাহে মায়ের শরীরে কি কি পরিবর্তন আসে?,"{'fname': 'SRH others.xlsx_Sheet1.docx', 'id': 539, 'context': '৪ সপ্তাহে মায়ের শরীরে  পরিবর্তন', 'question': '৪ সপ্তাহে মায়ের শরীরে কি কি পরিবর্তন আসে?'}"
SRH others.xlsx_Sheet1.docx,542,৫ সপ্তাহে বাচ্চার বৃদ্ধি,৫ সপ্তাহে বাচ্চার বৃদ্ধি কতটুকু ?,"{'fname': 'SRH others.xlsx_Sheet1.docx', 'id': 542, 'context': '৫ সপ্তাহে বাচ্চার বৃদ্ধি', 'question': '৫ সপ্তাহে বাচ্চার বৃদ্ধি কতটুকু ?'}"
SRH others.xlsx_Sheet1.docx,546,৬ সপ্তাহে বাচ্চার বৃদ্ধি,৬ সপ্তাহে বাচ্চার বৃদ্ধি কতটুকু?,"{'fname': 'SRH others.xlsx_Sheet1.docx', 'id': 546, 'context': '৬ সপ্তাহে বাচ্চার বৃদ্ধি', 'question': '৬ সপ্তাহে বাচ্চার বৃদ্ধি কতটুকু?'}"
